"ID","Name","Internal Reference","Responsible","Sales Price","Cost","Quantity On Hand","Forecasted Quantity","Unit of Measure","Activity Exception Decoration"
"__export__.product_template_616_6a7f72f3","Misc","","MINDS-i","0.0","0.0","0.0","0.0","Units",""
"__export__.product_template_441_90395d18","NETTING SET","","Tim Lines","1.0","0.0","0.0","-1.0","Units",""
"__export__.product_template_173_404d7545","NI-MH CHARGER","","Tim Lines","12.6","2.52","0.0","0.0","Units","Alert"
"__export__.product_template_71_23c792c6","NIMH BATTERY","B405","Tim Lines","1.0","16.9","46.0","-77.0","Units","Alert"
"__export__.product_template_565_ca442842","OEM Hitec Male (silver pin)  [F501]","","MINDS-i","1.0","0.0","0.0","0.0","Units",""
"__export__.product_template_410_9108114a","ONE YEAR LAB","MCK-1YLB-MR2","MINDS-i","6750.0","0.0","0.0","2.0","Units",""
"__export__.product_template_287_a189e612","OPTICAL ENCODER","ELE-ENOP-100","Tim Lines","1.0","0.0","30.0","30.0","Units",""
"__export__.product_template_216_a3b521a8","OVERPACK LABEL","","Tim Lines","1.0","0.0","-2.0","-21.0","Units",""
"__export__.product_template_458_f801fd40","PAGES FOR DRONE CURRICULUM 45","","Tim Lines","79.2","79.2","0.0","-14.0","Units",""
"__export__.product_template_460_02bdafa5","PAGES FOR DRONE CURRICULUM 90","E103","Tim Lines","95.17","95.17","3.0","2.0","Units",""
"__export__.product_template_462_ab712b7b","PAGES FOR ELECTRIC CAR CURRICULUM","","Tim Lines","39.5","39.5","3.0","2.0","Units",""
"__export__.product_template_459_6dbbe137","PAGES FOR FOUNDATIONS CURRICULUM","E102","Tim Lines","73.21","73.21000000000001","7.0","5.0","Units",""
"__export__.product_template_16_7207519d","PANEL-LOCK","H506","Tim Lines","0.4","0.08","17273.0","16233.0","Units",""
"__export__.product_template_470_9b76ffbc","PARACORD 1000' SPOOL","","Chris Lines","0.25","0.05","4843.76","3691.76","ft","Alert"
"__export__.product_template_449_b72e32ce","PARACORD 4'","D504","Chris Lines","49.0","9.66","27.0","33.0","Units",""
"__export__.product_template_258_873696a9","PETG","","Tim Lines","1.0","0.0","0.0","0.0","Units",""
"__export__.product_template_74_b05cdeee","PID TEST RACK","","Tim Lines","1.0","0.0","2.0","11.0","Units",""
"__export__.product_template_256_c8a61949","PING ULTRASONIC RANGE FINDER","B402","Tim Lines","1.0","17.990000000000002","151.0","-124.0","Units",""
"__export__.product_template_392_c2f6ca4c","PINION SET SCREW","F303","Tim Lines","2.5","0.5","64.0","64.0","Units",""
"__export__.product_template_344_b5e14fa9","POWER MODULE WITH BATTERY HARNESS","B803","Chris Lines","5.0","5.0","195.0","154.0","Units",""
"__export__.product_template_345_0a18204e","POWER MODULE WITH XT60 CONNECTORS","B801","Chris Lines","3.0","3.0","680.0","680.0","Units",""
"__export__.product_template_419_de854ba2","PRE-BUILT MINDS-I UAV IN 3 AXIS GIMBAL","","Tim Lines","1.0","0.0","0.0","7.0","Units",""
"__export__.product_template_509_d50359b0","PRE-BUILT MULTIROTOR FOR GIMBAL","","MINDS-i","1.0","0.0","4.0","-2.0","Units",""
"__export__.product_template_342_88be51c1","PROP NUT","XXXX","Tim Lines","1.0","0.0","-20.0","-100.0","Units",""
"__export__.product_template_311_b3ef6fb1","PROPELLER TIGHTENING TOOL","","Tim Lines","1.0","0.0","0.0","0.0","Units",""
"__export__.product_template_579_191f8d20","PVC 5-Way","","MINDS-i","1.0","0.0","2.0","2.0","Units",""
"__export__.product_template_564_f2f6e1f4","PVC CAGE","CPK-DRCG-PVC","MINDS-i","2099.0","0.0","0.0","-3.0","Units",""
"__export__.product_template_584_3d28500e","PVC Cap","","MINDS-i","1.0","0.0","0.0","0.0","Units",""
"__export__.product_template_609_608385f7","PVC Cutter","","MINDS-i","1.0","0.0","4.0","4.0","Units",""
"__export__.product_template_563_b0e17a84","PVC FIELD ELEMENTS","CPK-FLDE-001","MINDS-i","599.0","0.0","0.0","0.0","Units",""
"__export__.product_template_597_99ce10cb","Plain Ping Pong Ball","XXXX","MINDS-i","1.0","0.0","0.0","0.0","Units",""
"__export__.product_template_602_a7bbc5d8","Plastic Bucket","","MINDS-i","1.0","0.0","0.0","0.0","Units","Alert"
"__export__.product_template_601_a13037c2","Platform","","MINDS-i","1.0","0.0","0.0","0.0","Units","Alert"
"__export__.product_template_608_e8216455","Pool Noodle","","MINDS-i","1.0","0.0","0.0","0.0","Units",""
"__export__.product_template_257_87e2007b","QTI - LF PCB ASSY","B401","Tim Lines","6.99","6.99","196.0","-50.0","Units",""
"__export__.product_template_170_73fd223a","RACE CAR WHEELS AND TIRES","B305","Tim Lines","1.0","0.0","12.0","-7.0","Units",""
"__export__.product_template_599_1e848af2","RACECAR BODY","","MINDS-i","0.0","0.0","0.0","0.0","Units",""
"__export__.product_template_255_45575894","RACECAR INSTRUCTIONS","","Tim Lines","13.65","13.65","11.0","11.0","Units",""
"__export__.product_template_57_079f1a4e","REALFLIGHT FLIGHT SIMULATOR","D901","Tim Lines","315.0","179.0","36.0","5.0","Units","Alert"
"__export__.product_template_121_52475e5a","REAR WHEEL HUB","I707","Tim Lines","1.0","0.39","4965.0","4965.0","Units",""
"__export__.product_template_144_d8e73b37","RED LASER MODULE","B604","Tim Lines","1.0","4.28","142.0","34.0","Units",""
"__export__.product_template_176_42481ffd","REFLECTIVE TAPE","FSN-RTWH-001","Tim Lines","1.0","0.0","0.0","0.0","Units",""
"__export__.product_template_192_de983e3f","RING AND PINION GEAR SET","B302","Tim Lines","40.0","8.0","154.0","154.0","Units",""
"__export__.product_template_22_9ee80712","ROBOT SERVO HORN","J604","Tim Lines","3.0","0.6","6800.0","6778.0","Units",""
"__export__.product_template_229_d26b2935","ROD END BALL","G409","Tim Lines","0.25","0.25","9929.0","9929.0","Units",""
"__export__.product_template_202_da572ae1","ROD END/BALL CONNECTOR (6)","F309","Tim Lines","0.37","0.37","2891.0","2891.0","Units",""
"__export__.product_template_374_1db6f315","ROTATING CONNECTORS","C705","Tim Lines","1.0","0.0","30.0","0.0","Units",""
"__export__.product_template_281_f70b30b2","RUBBER BANDS 2 1/2 x 1/4""","FSN-RB62-005","Tim Lines","1.0","0.0","0.0","0.0","Units",""
"__export__.product_template_136_adb9db5a","SAFETY DUCT SCREEN","","Tim Lines","1.0","6.13","0.0","0.0","Units",""
"__export__.product_template_43_2f221fb4","SAFETY GLASSES","B701","Tim Lines","1.0","0.0","134.0","150.0","Units",""
"__export__.product_template_375_54f66cef","SCREW ADAPTER","C505","Tim Lines","1.0","0.0","71.0","41.0","Units",""
"__export__.product_template_293_25cd79d2","SENSOR SHIELD","B602","Tim Lines","1.0","7.65","354.0","250.0","Units",""
"__export__.product_template_199_6b2e534f","SERVO BUSHING","ESV-HSBU-001","Tim Lines","1.0","0.0","0.0","0.0","Units",""
"__export__.product_template_198_1bdc4173","SERVO BUSHING SLEEVE","ESV-HSBS-001","Tim Lines","1.0","0.0","0.0","0.0","Units",""
"__export__.product_template_376_4a3fed68","SERVO LINKAGE","C605","Tim Lines","1.0","0.0","62.0","32.0","Units",""
"__export__.product_template_560_eb14777c","SERVO LINKAGE KIT","","MINDS-i","1.0","0.0","0.0","-4.0","Units",""
"__export__.product_template_120_351718d5","SERVO MOUNT","i505","Tim Lines","0.5","0.1","12808.0","12773.0","Units",""
"__export__.product_template_67_fd2f171d","SERVO PLATE","E606","Tim Lines","1.0","0.0","147.0","1141.0","Units",""
"__export__.product_template_378_ca6ad076","SERVO PLATE PLUS HARDWARE","","Tim Lines","1.0","0.0","0.0","0.0","Units",""
"__export__.product_template_275_1e5e8922","SERVO PLUGS","ELE-SPLP-444","Tim Lines","1.0","0.0","0.0","0.0","Units",""
"__export__.product_template_190_b5f24a1a","SERVO Y-HARNESS W/REVERSER","F304","Tim Lines","1.0","0.0","2.0","33.0","Units",""
"__export__.product_template_593_72196ce5","SERVO Y-HARNESS W/REVERSER BOARD","","MINDS-i","1.0","0.0","-1.0","-50.0","Units",""
"__export__.product_template_230_faf76ec4","SHOCK MOUNT","G410","Tim Lines","0.75","0.15","10248.0","10084.0","Units",""
"__export__.product_template_177_7e5b7f59","SHRINK TUBING 0.25""","FSN-STBL-025","Tim Lines","1.0","0.0","0.0","0.0","Units",""
"__export__.product_template_175_e168f8ba","SHRINK TUBING 0.75""","","Tim Lines","1.0","0.0","99.0","50.0","Units",""
"__export__.product_template_72_a84d62ca","SHROUD STUD","F403","Tim Lines","1.0","0.31","2775.0","2775.0","Units",""
"__export__.product_template_414_3a63cff0","SMALL 4-LINK BARS","A607","Tim Lines","1.0","0.0","18.0","4.0","Units",""
"__export__.product_template_444_5255c6f3","SMALL DRONE CAGE ASSEMBLY INSTRUCTIONS","","Tim Lines","1.0","0.0","0.0","0.0","Units",""
"__export__.product_template_422_5f6e343b","SMALL DRONE CAGE SYSTEM","CPK-DRCG-001","MINDS-i","11000.0","0.0","0.0","0.0","Units",""
"__export__.product_template_280_911520a7","SOLAR CHARGE CONTROLLER","ELE-SPCC-001","Tim Lines","1.0","0.0","0.0","0.0","Units",""
"__export__.product_template_178_c0ac4d4c","SOLDER ROSIN CORE","XX01","Tim Lines","1.0","0.0","1.0","1.0","Units",""
"__export__.product_template_119_83a3457f","STEERING BAR","I801","Tim Lines","0.5","0.1","3654.0","3640.0","Units",""
"__export__.product_template_116_0ea25698","STEERING BRACKET","I802","Tim Lines","0.5","0.1","3619.0","3605.0","Units",""
"__export__.product_template_118_9b2a0cd8","STEERING PLATE","I803","Tim Lines","0.5","0.1","3846.0","3832.0","Units",""
"__export__.product_template_128_845a4974","STEERING SERVO HORN","J603","Tim Lines","3.0","0.6","6879.0","6847.0","Units",""
"__export__.product_template_27_01a7df8d","STORAGE BIN","","Tim Lines","12.99","12.99","220.0","-44.0","Units",""
"__export__.product_template_64_7f3916a6","STRETCH X BOTTOM PLATE","E503B","Tim Lines","1.0","0.0","29.0","29.0","Units",""
"__export__.product_template_63_b2d98375","STRETCH X TOP PLATE","E504B","Tim Lines","1.0","0.0","29.0","29.0","Units",""
"__export__.product_template_103_a8939895","SUPPORT ARM","i503","Tim Lines","2.0","0.38","5990.0","5592.0","Units",""
"__export__.product_template_595_eaa90122","Shipping","","MINDS-i","1.0","0.0","0.0","0.0","Units",""
"__export__.product_template_624_172b9a1e","Small Minds-i Shirt","","MINDS-i","1.0","0.0","0.0","0.0","Units",""
"__export__.product_template_518_e567bf0a","Spektrum TX/RX USB Programming Cable","","MINDS-i","0.0","0.0","0.0","0.0","Units",""
"__export__.product_template_180_d1f4ae6d","TACHOMETER","D101","Tim Lines","79.8","36.99","1.0","-29.0","Units","Alert"
"__export__.product_template_382_0ba3a06b","TAMIYA CHARGER ADAPTER","A505","Chris Lines","18.0","3.45","123.0","40.0","Units",""
"__export__.product_template_220_cf584168","TAMIYA FEMALE","ELE-TMFL-067","Tim Lines","1.0","0.0","0.0","0.0","Units",""
"__export__.product_template_185_4af4b095","TAMIYA FEMALE TO XT60 MALE CABLE","","Tim Lines","1.0","0.0","0.0","0.0","Units",""
"__export__.product_template_188_a0e5dae9","TAMIYA MALE TO XT60 FEMALE CABLE","F803","Tim Lines","1.0","0.0","109.0","109.0","Units",""
"__export__.product_template_186_03591d55","TAMIYA PLUG","","Tim Lines","1.0","0.0","0.0","0.0","Units",""
"__export__.product_template_221_417bd23c","TAMIYA PLUG WITH 10cm LEADS, FEMALE","F705","Tim Lines","1.73","1.73","140.0","140.0","Units",""
"__export__.product_template_395_00d17f28","TAMIYA PLUG WITH 10cm LEADS, MALE","F704","Chris Lines","1.0","0.0","184.0","184.0","Units",""
"__export__.product_template_30_ed58c259","TELEMETRY KIT","F603","Tim Lines","28.0","28.0","356.0","278.0","Units",""
"__export__.product_template_617_76bba617","TELEMETRY RADIO CABLE (PRE-2022))","","MINDS-i","14.0","0.0","0.0","0.0","Units",""
"__export__.product_template_443_ee8fb673","TEXTURED FOOT PLATES","","Tim Lines","1.0","0.0","0.0","-8.0","Units",""
"__export__.product_template_187_c2b08488","TGY-I6S RADIO CONTROLLER","D701","Tim Lines","120.0","50.85","320.0","189.0","Units",""
"__export__.product_template_147_715c3215","TORNADO T1 1407 MOTOR (CW)","","Tim Lines","1.0","8.0","0.0","0.0","Units",""
"__export__.product_template_11_624f66cc","TRANSITION","J501","Tim Lines","1.0","0.19","10322.0","8999.0","Units","Alert"
"__export__.product_template_436_76286ee5","TRUSS FRAME PARTS","","Tim Lines","1.0","0.0","0.0","-118.0","Units",""
"__export__.product_template_272_ca16b91a","TUBE FABRIC","","Tim Lines","1.0","0.0","0.0","0.0","Units",""
"__export__.product_template_242_59a0d68d","TURNTABLE PLATE","E605","Tim Lines","1.0","0.26","82.0","82.0","Units",""
"__export__.product_template_582_e2655198","Tee","","MINDS-i","1.0","0.0","25.0","25.0","Units",""
"__export__.product_template_559_7594db79","Tracking","","MINDS-i","1.0","0.0","0.0","0.0","Units",""
"__export__.product_template_615_7a4df8d3","Tracking # 559834463940 (Remainder)","","MINDS-i","0.0","0.0","0.0","0.0","Units",""
"__export__.product_template_596_bfd9bcd3","Tracking# 559834463560","","MINDS-i","1.0","0.0","0.0","0.0","Units",""
"__export__.product_template_594_b205b13b","Tracking#: 225631456","","MINDS-i","1.0","0.0","0.0","0.0","Units",""
"__export__.product_template_308_73bc9303","U-JOINT","F404","Tim Lines","4.0","0.77","663.0","-248.0","Units",""
"__export__.product_template_162_6095020b","U-JOINT SET SCREW","G408","Tim Lines","2.0","0.35000000000000003","7113.0","6472.0","Units",""
"__export__.product_template_622_b50d64a9","UAV Competition APM","","MINDS-i","1.0","0.0","0.0","0.0","Units",""
"__export__.product_template_418_94af4721","UAV DRONE GIMBAL RIG","MCK-DRGY-001","MINDS-i","2500.0","0.0","0.0","3.0","Units",""
"__export__.product_template_328_77795c5b","UAV DRONE GIMBAL RIG INSTRUCTIONS","E306","Chris Lines","9.4","9.4","23.0","2.0","Units",""
"__export__.product_template_1_c2b8b71d","UAV DRONE LAB","MCK-UALB-MR2","MINDS-i","3100.0","0.0","15.0","-3.0","Units",""
"__export__.product_template_411_72ffafa2","UGV UPGRADE","A901","Tim Lines","1.0","0.0","0.0","1.0","Units",""
"__export__.product_template_553_1bcf85ca","UGV UPGRADE BAG 1: BEAMS","A802","MINDS-i","1.0","0.0","2.0","1.0","Units",""
"__export__.product_template_554_9915b3ae","UGV UPGRADE BAG 2: CONNECTORS","A801","MINDS-i","1.0","0.0","28.0","25.0","Units",""
"__export__.product_template_555_fc2a24d6","UGV UPGRADE BAG 3: ELECTRONICS","A803","MINDS-i","1.0","0.0","3.0","0.0","Units",""
"__export__.product_template_253_933d8bc6","UGV UPGRADE INSTRUCTIONS","","Tim Lines","1.0","0.0","0.0","0.0","Units",""
"__export__.product_template_69_24057f72","USB DRIVE","F604","Tim Lines","5.25","5.25","254.0","55.0","Units","Alert"
"__export__.product_template_208_bc17b720","VELCRO BALL","","Tim Lines","1.0","0.0","433.0","426.0","Units",""
"__export__.product_template_44_3927aab5","VELCRO HOOK 12""","E802A","Tim Lines","1.0","0.0","11.0","-74.0","Units",""
"__export__.product_template_511_d1506750","VELCRO HOOK 2.5""","","MINDS-i","1.0","0.0","0.0","-22.0","Units",""
"__export__.product_template_636_e971c4c2","VELCRO HOOK ROLL","","MINDS-i","1.0","0.0","4500.0","4500.0","in",""
"__export__.product_template_45_8f7f568e","VELCRO LOOP 12""","E802B","Tim Lines","1.0","0.0","1.0","-84.0","Units",""
"__export__.product_template_635_45446d26","VELCRO LOOP 2.5""","","MINDS-i","1.0","0.0","0.0","0.0","Units",""
"__export__.product_template_637_706faa39","VELCRO LOOP ROLL","","MINDS-i","1.0","0.0","2880.0","2880.0","in",""
"__export__.product_template_46_7cf704c1","VELCRO STRAPS","E702","Tim Lines","1.0","0.0","110.0","-19.0","Units",""
"__export__.product_template_289_19577378","VOLTAGE REGULATOR","B804","Tim Lines","1.0","0.0","85.0","13.0","Units",""
"__export__.product_template_26_35591bef","WHITE SILICONE CAP","F807","Tim Lines","1.0","0.7000000000000001","260.0","260.0","Units",""
"__export__.product_template_62_a1c4832d","X BOTTOM PLATE","E503A","Tim Lines","1.0","0.0","21.0","19.0","Units",""
"__export__.product_template_61_7f439acb","X TOP PLATE","E504A","Tim Lines","1.0","0.0","1.0","1.0","Units",""
"__export__.product_template_626_b767eab9","XL Minds-i Shirt","","MINDS-i","1.0","0.0","0.0","0.0","Units",""
"__export__.product_template_290_4274f39b","Y-HARNESS FOR DUAL ESCS","F707","Tim Lines","1.0","0.0","284.0","283.0","Units",""
